classifier_name,accuracy
CNC,0.60150373
CNC,0.999464691
CNC,1
CNC,0.999501467
CNC,1
CNC,0.999485612
CNC,0.999493957
CNC,1
CNC,0.999480247
CNC,1
CNC,0.99949187
CNC,0.999492645
CNC,0.99937886
CNC,0.99949187
CNC,1
CNC,0.998983204
CNC,0.997990608
CNC,1
CNC,0.999451458
CNC,1
CNC,1
CNC,0.999487996
CNC,1
CNC,0.998685062
CNC,0.998792291
